account_id	account_type	region	code	row_sum	column_sum	balance
ACT:REU:PUBLIC_SOCIAL	activity	REU	PUBLIC_SOCIAL	2.4492160314506465e6	2.4492160314506455e6	9.313225746154785e-10
ACT:REU:REC_EE	activity	REU	REC_EE	109.56290003394972	109.56290003394963	8.526512829121202e-14
ACT:REU:REF_ELMA	activity	REU	REF_ELMA	14750.409848560997	14750.409848561007	-9.094947017729282e-12
ACT:REU:REF_OFMA	activity	REU	REF_OFMA	2261.2609392009094	2261.2609392009085	9.094947017729282e-13
ACT:REU:REF_RATV	activity	REU	REF_RATV	40261.02821796937	40261.02821796938	-1.4551915228366852e-11
ACT:REU:REP_ELMA	activity	REU	REP_ELMA	81.37718078599532	81.37718078599531	1.4210854715202004e-14
ACT:REU:REP_OFMA	activity	REU	REP_OFMA	13.893010272648858	13.893010272648858	0.0
ACT:REU:REP_RATV	activity	REU	REP_RATV	247.36060705179423	247.36060705179423	0.0
ACT:REU:REU_ELMA	activity	REU	REU_ELMA	4236.456949208136	4236.456949208135	1.8189894035458565e-12
ACT:REU:REU_OFMA	activity	REU	REU_OFMA	535.3517000367078	535.3517000367079	-1.1368683772161603e-13
ACT:REU:REU_RATV	activity	REU	REU_RATV	9531.765895772858	9531.765895772853	5.4569682106375694e-12
ACT:REU:TRADE	activity	REU	TRADE	1.9454586563953175e6	1.9454586563953168e6	6.984919309616089e-10
ACT:REU:TRANSPORT	activity	REU	TRANSPORT	1.1799971425150544e6	1.179997142515054e6	4.656612873077393e-10
ACT:REU:UTIL_WASTE	activity	REU	UTIL_WASTE	764832.1759748089	764832.175974809	-1.1641532182693481e-10
ACT:SK:AGRI_FOOD	activity	SK	AGRI_FOOD	7302.424023975449	7302.424023975446	2.7284841053187847e-12
ACT:SK:BASIC_METALS	activity	SK	BASIC_METALS	3821.5699192311895	3821.5699192311895	0.0
ACT:SK:CONSTRUCTION	activity	SK	CONSTRUCTION	12678.004097079152	12678.004097079156	-3.637978807091713e-12
ACT:SK:EXTRACTIVE	activity	SK	EXTRACTIVE	345.161812066172	345.16181206617193	5.684341886080802e-14
ACT:SK:INC_EE	activity	SK	INC_EE	2.592018007348751	2.5920180073487504	4.440892098500626e-16
ACT:SK:METAL_COMPONENTS	activity	SK	METAL_COMPONENTS	5339.9620924968885	5339.962092496889	-9.094947017729282e-13
ACT:SK:NEW_ELMA	activity	SK	NEW_ELMA	2446.0716681625945	2446.0716681625945	0.0
ACT:SK:NEW_OFMA	activity	SK	NEW_OFMA	0.04695225319241173	0.04695225319241173	0.0
ACT:SK:NEW_RATV	activity	SK	NEW_RATV	3857.9407471491454	3857.9407471491454	0.0
ACT:SK:OTHER_MANUFACTURING	activity	SK	OTHER_MANUFACTURING	48659.87970566443	48659.87970566442	1.4551915228366852e-11
ACT:SK:OTHER_SERVICES	activity	SK	OTHER_SERVICES	44877.853078123524	44877.85307812354	-1.4551915228366852e-11
ACT:SK:PUBLIC_SOCIAL	activity	SK	PUBLIC_SOCIAL	15554.236531027873	15554.23653102787	3.637978807091713e-12
ACT:SK:REC_EE	activity	SK	REC_EE	0.749732975958052	0.7497329759580517	3.3306690738754696e-16
ACT:SK:REF_ELMA	activity	SK	REF_ELMA	424.68370161412696	424.68370161412713	-1.7053025658242404e-13
ACT:SK:REF_OFMA	activity	SK	REF_OFMA	0.008248033182571184	0.008248030234742368	2.947828816116105e-9
ACT:SK:REF_RATV	activity	SK	REF_RATV	677.718776937602	677.7187769376019	1.1368683772161603e-13
ACT:SK:REP_ELMA	activity	SK	REP_ELMA	0.5252860420372353	0.5252860420372353	0.0
ACT:SK:REP_OFMA	activity	SK	REP_OFMA	5.481817233873664e-6	5.479935417451428e-6	1.881816422236644e-9
ACT:SK:REP_RATV	activity	SK	REP_RATV	0.450434103343571	0.45043410334357087	1.1102230246251565e-16
ACT:SK:REU_ELMA	activity	SK	REU_ELMA	246.52086145626538	246.52086145626524	1.4210854715202004e-13
ACT:SK:REU_OFMA	activity	SK	REU_OFMA	0.004142752410665154	0.004142752410665154	0.0
ACT:SK:REU_RATV	activity	SK	REU_RATV	340.39886439579817	340.39886439579806	1.1368683772161603e-13
