product_region	product_code	activity_region	activity_code	value_meur
DE	CPA_C26_MON	DE	G47_RATV	0.0001514431194558723
DE	CPA_C26_MON	DE	G47_res	0.007646164047816111
DE	CPA_C26_MON	DE	J61	0.027704840760608074
DE	CPA_C26_OFMA_res	DE	C13-C15	2.30749240422846e-5
DE	CPA_C26_OFMA_res	DE	C18	6.945586801110302e-5
DE	CPA_C26_OFMA_res	DE	C20	0.0006039575386911235
DE	CPA_C26_OFMA_res	DE	C22	0.000806744177119814
DE	CPA_C26_OFMA_res	DE	C23	0.0012683350963192056
DE	CPA_C26_OFMA_res	DE	C24	0.0002075241040557994
DE	CPA_C26_OFMA_res	DE	C25	0.0017935467124524076
DE	CPA_C26_OFMA_res	DE	C26_OFMA_res	0.7965923198014531
DE	CPA_C26_OFMA_res	DE	C27_BAT	6.958715211877924e-5
DE	CPA_C26_OFMA_res	DE	C27_ELMA_c	0.010330144604652407
DE	CPA_C26_OFMA_res	DE	C27_ELMA_res	0.004606570607311405
DE	CPA_C26_OFMA_res	DE	C27_HPP	0.0003489329936220917
DE	CPA_C26_OFMA_res	DE	C28	0.01813850796842544
DE	CPA_C26_OFMA_res	DE	C29	0.0037939704604847166
DE	CPA_C26_OFMA_res	DE	C30	0.00018309726909065686
DE	CPA_C26_OFMA_res	DE	C31_C32	0.0038604798559716417
DE	CPA_C26_OFMA_res	DE	C33_ELMA	4.044239915146604e-5
DE	CPA_C26_OFMA_res	DE	C33_OFMA	1.076878120225203e-9
DE	CPA_C26_OFMA_res	DE	C33_RATV	2.795817796686533e-5
DE	CPA_C26_OFMA_res	DE	C33_res	0.0011140235473531066
DE	CPA_C26_OFMA_res	DE	F	0.0009352565983508052
DE	CPA_C26_OFMA_res	DE	G46_ELMA	3.129079374521373e-5
DE	CPA_C26_OFMA_res	DE	G46_OFMA	1.2361236918114618e-9
DE	CPA_C26_OFMA_res	DE	G46_RATV	3.209255115843202e-5
DE	CPA_C26_OFMA_res	DE	G46_res	0.0009350305224887792
DE	CPA_C26_OFMA_res	DE	G47_ELMA	6.876234312032969e-7
DE	CPA_C26_OFMA_res	DE	G47_OFMA	4.368166674465026e-11
DE	CPA_C26_OFMA_res	DE	G47_RATV	1.1340743114743918e-6
DE	CPA_C26_OFMA_res	DE	G47_res	5.725792138396862e-5
DE	CPA_C26_OFMA_res	DE	J61	0.00020746633008473709
DE	CPA_C26_RATV_c	DE	C13-C15	1.3947647568397834
DE	CPA_C26_RATV_c	DE	C18	4.198262870988452
DE	CPA_C26_RATV_c	DE	C20	36.506238895973276
DE	CPA_C26_RATV_c	DE	C22	48.76368580760984
DE	CPA_C26_RATV_c	DE	C23	76.66456838459314
DE	CPA_C26_RATV_c	DE	C24	12.543803221253135
DE	CPA_C26_RATV_c	DE	C25	108.4110066707201
DE	CPA_C26_RATV_c	DE	C26_RATV_c	48150.05636388258
DE	CPA_C26_RATV_c	DE	C27_BAT	4.206198344413387
DE	CPA_C26_RATV_c	DE	C27_ELMA_c	624.4060262657879
DE	CPA_C26_RATV_c	DE	C27_ELMA_res	278.44435462487667
DE	CPA_C26_RATV_c	DE	C27_HPP	21.091269514511016
DE	CPA_C26_RATV_c	DE	C28	1096.3828790793534
DE	CPA_C26_RATV_c	DE	C29	229.32670448137983
DE	CPA_C26_RATV_c	DE	C30	11.067322151669108
DE	CPA_C26_RATV_c	DE	C31_C32	233.34686769638722
DE	CPA_C26_RATV_c	DE	C33_ELMA	2.4445425222265302
DE	CPA_C26_RATV_c	DE	C33_OFMA	6.509194339056551e-5
DE	CPA_C26_RATV_c	DE	C33_RATV	1.6899332462451517
DE	CPA_C26_RATV_c	DE	C33_res	67.33720029978959
DE	CPA_C26_RATV_c	DE	F	56.531624528477174
DE	CPA_C26_RATV_c	DE	G46_ELMA	1.8913733475087882
DE	CPA_C26_RATV_c	DE	G46_OFMA	7.47175486807197e-5
DE	CPA_C26_RATV_c	DE	G46_RATV	1.9398356081620713
DE	CPA_C26_RATV_c	DE	G46_res	56.517959363463056
DE	CPA_C26_RATV_c	DE	G47_ELMA	0.04156342729718681
DE	CPA_C26_RATV_c	DE	G47_OFMA	2.640340188501286e-6
DE	CPA_C26_RATV_c	DE	G47_RATV	0.06854916958267125
DE	CPA_C26_RATV_c	DE	G47_res	3.460957472705749
DE	CPA_C26_RATV_c	DE	J61	12.540311071135859
