product_region	product_sector	original_supply_total_meur	original_use_total_meur	original_gap_meur	balanced_supply_total_meur	balanced_use_total_meur	balanced_gap_meur
IT	OTHER_SERVICES	1.0907223097616506e6	1.09072156921636e6	0.7405452905222774	1.090722110631116e6	1.090722110631115e6	9.313225746154785e-10
IT	PUBLIC_SOCIAL	362743.802	362743.54400000005	0.257999999972526	362743.7165072035	362743.71650720335	1.7462298274040222e-10
IT	REC_EE	406.22206375254245	406.2217644494366	0.0002993031058622364	406.1753394138582	406.17533941376297	9.521272659185342e-11
IT	REF_ELMA	2653.1121154813827	2653.1115776130305	0.0005378683522394567	2653.0365422608697	2653.0365422607742	9.549694368615746e-11
IT	REF_OFMA	300.4837499319003	300.4837167253304	3.3206569924004725e-5	300.43788733443694	300.4378873343419	9.5042196335271e-11
IT	REF_RATV	1046.2824761511877	1046.282360526129	0.00011562505869733286	1046.218345830717	1046.2183458306224	9.458744898438454e-11
IT	REP_ELMA	33.05700446405942	33.05662942915845	0.00037503490096923997	33.08681038982792	33.08681038973278	9.513456689091981e-11
IT	REP_OFMA	8.23749006907663	8.23739661395718	9.345511944935936e-5	8.281868259588466	8.281868259493324	9.514167231827741e-11
IT	REP_RATV	28.682887206704553	28.682561796585386	0.0003254101191672021	28.714196528742235	28.714196528647093	9.514167231827741e-11
IT	REU_ELMA	1174.2695286508988	1174.2688081740466	0.0007204768521660299	1174.1909334430763	1174.1909334429808	9.549694368615746e-11
IT	REU_OFMA	139.32672213516656	139.3266439415356	7.8193630969281e-5	139.27040683859153	139.27040683849634	9.518430488242302e-11
IT	REU_RATV	485.1347464302081	485.13447416049377	0.00027226971434402003	485.0648673039043	485.0648673038092	9.509903975413181e-11
IT	TRADE	319102.0105178283	319102.02361466154	-0.013096833252348006	319101.9021690958	319101.9021690958	0.0
IT	TRANSPORT	180354.517	180354.46699999992	0.05000000007566996	180354.4092201084	180354.40922010833	8.731149137020111e-11
IT	UTIL_WASTE	122313.94871257726	122313.68815025827	0.26056231898837723	122313.82176754822	122313.8217675481	1.1641532182693481e-10
PL	AGRI_FOOD	84065.64400000001	84065.44299999997	0.20100000004458707	84065.59266375165	84065.5926637516	5.820766091346741e-11
PL	BASIC_METALS	13972.225000000002	13972.204999999996	0.020000000005893526	13972.191155305167	13972.191155305074	9.276845958083868e-11
PL	CONSTRUCTION	83292.82200000003	83292.80100000006	0.020999999964260496	83292.78256443035	83292.78256443022	1.3096723705530167e-10
PL	EXTRACTIVE	7708.565	7708.499000000003	0.06599999999616557	7708.538075853776	7708.538075853682	9.367795428261161e-11
PL	INC_EE	27.128943243048358	27.128714843375064	0.00022839967329346678	27.14748704185322	27.147487041758076	9.514522503195622e-11
