product_region	product_sector	activity_region	activity_sector	original_value_meur	balanced_value_meur	delta_meur	abs_delta_meur	pct_delta	objective_contribution
ROW	REF_ELMA	ROW	OTHER_SERVICES	1070.885243772439	1070.1978381761387	-0.6874055963003229	0.6874055963003229	-0.06419040698317767	0.2362632269125013
ROW	REU_ELMA	ROW	OTHER_SERVICES	859.7313362603312	859.0448169712733	-0.6865192890578555	0.6865192890578555	-0.07985277029031938	0.2356543671242517
ROW	REF_OFMA	ROW	OTHER_SERVICES	311.1764282452456	310.49043995976115	-0.6859882854844273	0.6859882854844273	-0.22044995160873287	0.23528996391093204
ROW	REU_OFMA	ROW	OTHER_SERVICES	693.4509830747903	692.7658694606904	-0.6851136140999188	0.6851136140999188	-0.09879769887441744	0.2346903321125262
ROW	INC_EE	ROW	OTHER_SERVICES	4.247301377604637	3.5755569709788646	-0.6717444066257721	0.6717444066257721	-15.815793298016866	0.2256202739165053
ROW	REP_RATV	ROW	OTHER_SERVICES	73.3607209632076	72.69520740695631	-0.6655135562512839	0.6655135562512839	-0.9071796835053695	0.22145414677711545
ROW	REP_ELMA	ROW	OTHER_SERVICES	30.0141746419353	29.35365477045608	-0.6605198714792166	0.6605198714792166	-2.200693103705572	0.21814325030946044
ROW	REP_OFMA	ROW	OTHER_SERVICES	13.915937322593084	13.257799198670348	-0.6581381239227362	0.6581381239227362	-4.729384077163257	0.21657289508026942
ROW	OTHER_MANUFACTURING	ROW	OTHER_MANUFACTURING	2.1127066767431658e7	2.1127066130310487e7	-0.637121170759201	0.637121170759201	-3.015663166934998e-6	0.2029616931147875
ROW	OTHER_SERVICES	ROW	PUBLIC_SOCIAL	475992.0922835551	475991.516878771	-0.5754047840600833	0.5754047840600833	-0.00012088536624623308	0.16554533275961555
ROW	TRANSPORT	ROW	OTHER_MANUFACTURING	5931.04277907359	5930.53004042836	-0.5127386452304563	0.5127386452304563	-0.008644999949073785	0.13145045915638187
ROW	AGRI_FOOD	ROW	OTHER_MANUFACTURING	27725.556483397482	27725.055748675266	-0.5007347222162934	0.5007347222162934	-0.001806040295408107	0.12536763101651427
ROW	UTIL_WASTE	ROW	OTHER_MANUFACTURING	21940.02755807493	21939.528756860724	-0.4988012142057414	0.4988012142057414	-0.0022734757870536944	0.12440132564656096
ROW	PUBLIC_SOCIAL	ROW	OTHER_MANUFACTURING	2393.7784376047566	2393.285316507496	-0.49312109726042763	0.49312109726042763	-0.020600114426373165	0.12158420828166407
ROW	OTHER_SERVICES	ROW	AGRI_FOOD	36132.04275074784	36131.55565062637	-0.4871001214705757	0.4871001214705757	-0.0013481112175992153	0.1186332641683248
ROW	OTHER_MANUFACTURING	ROW	PUBLIC_SOCIAL	6254.249276806564	6253.765097466451	-0.4841793401128598	0.4841793401128598	-0.007741606045483416	0.11721481669606218
ROW	TRADE	ROW	OTHER_MANUFACTURING	125162.93882819529	125162.46353695616	-0.47529123912681825	0.47529123912681825	-0.00037973799878510844	0.11295088099535316
ROW	OTHER_SERVICES	ROW	TRADE	295738.52303568425	295738.05050286534	-0.47253281890880316	0.47253281890880316	-0.0001597806109459019	0.11164363247294988
ROW	METAL_COMPONENTS	ROW	OTHER_MANUFACTURING	92635.5830062019	92635.11425447914	-0.46875172275758814	0.46875172275758814	-0.0005060169187106055	0.10986408879410339
ROW	EXTRACTIVE	ROW	OTHER_MANUFACTURING	18625.948010402644	18625.479641883052	-0.4683685195923317	0.4683685195923317	-0.0025146023135614176	0.10968453507255621
ROW	BASIC_METALS	ROW	OTHER_MANUFACTURING	67401.23726348703	67400.7716422431	-0.46562124392949045	0.46562124392949045	-0.0006908200247263553	0.10840157139922302
ROW	NEW_ELMA	ROW	OTHER_MANUFACTURING	65246.09520536697	65245.630226811845	-0.46497855512279784	0.46497855512279784	-0.000712653460194427	0.10810252836204237
ROW	CONSTRUCTION	ROW	OTHER_MANUFACTURING	10960.996974089127	10960.532330353984	-0.46464373514209	0.46464373514209	-0.004239064532546343	0.10794690030339635
ROW	NEW_RATV	ROW	OTHER_MANUFACTURING	64808.11239297019	64807.64895355985	-0.4634394103413797	0.4634394103413797	-0.0007150947516126846	0.10738804352878285
