product_region	product_sector	use_region	use_code	original_value_meur	balanced_value_meur	delta_meur	abs_delta_meur	pct_delta	objective_contribution
ROW	OTHER_SERVICES	PL	P3_S14	5124.8876444673115	5125.147168325609	0.2595238582971433	0.2595238582971433	0.005063991179929928	0.03367631651271786
ROW	OTHER_SERVICES	DE	P51G	9892.681	9892.940499135399	0.2594991353980731	0.2594991353980731	0.002623142658679413	0.03366990063617374
ROW	OTHER_SERVICES	DE	P3_S13	11.642999999999999	11.902477486598295	0.2594774865982963	0.2594774865982963	2.228613644235131	0.03366428302568451
ROW	OTHER_SERVICES	DE	BASIC_METALS	1396.9604319714947	1397.219881343916	0.2594493724213862	0.2594493724213862	0.018572420985126396	0.03365698842492558
ROW	OTHER_SERVICES	FR	PUBLIC_SOCIAL	5456.869713688611	5457.129159310437	0.2594456218257619	0.2594456218257619	0.004754477116705572	0.033656015342278134
ROW	OTHER_SERVICES	IT	UTIL_WASTE	2736.5477606050385	2736.807189428202	0.25942882316348914	0.25942882316348914	0.009480149657834972	0.03365165714399646
ROW	OTHER_SERVICES	FR	CONSTRUCTION	3544.2470072964898	3544.50642217044	0.25941487395039076	0.25941487395039076	0.007319322649249252	0.03364803841334856
ROW	OTHER_SERVICES	FR	AGRI_FOOD	2809.222806970293	2809.482206386811	0.2593994165181357	0.2593994165181357	0.009233849870309657	0.03364402864497462
ROW	OTHER_SERVICES	DE	TRANSPORT	6723.290659777153	6723.550049752007	0.25938997485354776	0.25938997485354776	0.0038580806331247526	0.033641579527262065
ROW	OTHER_SERVICES	FR	UTIL_WASTE	1567.7544987036206	1568.0138753181193	0.25937661449870575	0.25937661449870575	0.01654446628685708	0.033638114074405104
ROW	OTHER_SERVICES	ROW	REF_ELMA	14369.010159234169	14369.2694747335	0.2593154993319331	0.2593154993319331	0.0018046858931704865	0.033622264096884895
ROW	OTHER_SERVICES	DE	METAL_COMPONENTS	1670.4100869443002	1670.669306740405	0.25921979610484414	0.25921979610484414	0.015518332781325441	0.03359745134631848
ROW	OTHER_SERVICES	DE	AGRI_FOOD	3174.7803227298755	3175.039477074585	0.25915434470971377	0.25915434470971377	0.008162906354631698	0.03358048719096057
ROW	OTHER_SERVICES	DE	CONSTRUCTION	2388.4278411713594	2388.6869415331976	0.25910036183813645	0.25910036183813645	0.010848155316723555	0.03356649875232662
ROW	OTHER_SERVICES	PL	OTHER_MANUFACTURING	1239.971340616799	1240.2304000551276	0.25905943832867706	0.25905943832867706	0.020892373060801	0.03355589629358482
ROW	OTHER_SERVICES	FR	TRANSPORT	3455.958624318608	3456.2176677778234	0.2590434592152633	0.2590434592152633	0.007495560201226004	0.033551756881104886
ROW	OTHER_SERVICES	ROW	REU_RATV	9356.878950016739	9357.13787235993	0.25892234319144336	0.25892234319144336	0.002767187056438089	0.03352038990187379
