instrument,wedge_percent,parameter,value,valid_parameter_configurations,median_reduction_percent,lower_quartile_reduction_percent,upper_quartile_reduction_percent,minimum_reduction_percent,maximum_reduction_percent,median_reduction_tonnes,lower_quartile_reduction_tonnes,upper_quartile_reduction_tonnes
refurbishment_support,1.0,Metal-substitution elasticity,0.5,243,0.00016644063800106513,-2.4178646438187266e-5,0.0005476970085404056,-0.002979291717014641,0.015528303342454131,845.5331926345825,-122.82966685295105,2782.349345624447
refurbishment_support,1.0,Metal-substitution elasticity,1.0,243,0.00021391806758946946,-1.8471840670597086e-5,0.0005902088063793114,-0.00029771778531330144,0.012872141833942531,1086.7227428555489,-93.8385877609253,2998.3130464553833
refurbishment_support,1.0,Metal-substitution elasticity,2.0,243,0.00019067649987551484,-1.2370785368415648e-5,0.0006020551439461044,-0.0034149565369556703,0.01868513397001961,968.653518974781,-62.8446860909462,3058.493491232395
refurbishment_support,1.0,Post-use activity productivity elasticity,0.5,243,0.00017625054302253295,-3.175191560911419e-5,0.0005427567018229107,-0.00031347381566364425,0.015528303342454131,895.3683795928955,-161.30254545807838,2757.252149641514
refurbishment_support,1.0,Post-use activity productivity elasticity,1.0,243,0.00017645007635624932,-9.231894809901582e-6,0.0006153942778674333,-0.0034149565369556703,0.01868513397001961,896.3820266127586,-46.898843854665756,3126.257473796606
refurbishment_support,1.0,Post-use activity productivity elasticity,2.0,243,0.00020841993652997022,-1.7136301552008946e-5,0.000594386131028986,-0.00029771778531330144,0.01442126399734964,1058.7917497754097,-87.05393067002296,3019.534225910902
refurbishment_support,1.0,Post-use allocation elasticity,0.5,243,0.00015763670543398253,-2.4307426473817527e-5,0.0005573163046184225,-0.00029771778531330144,0.010931992517571714,800.8084349036217,-123.48388084769249,2831.216222256422
refurbishment_support,1.0,Post-use allocation elasticity,1.0,243,0.00020580628270540547,-1.8972631144398484e-5,0.0006154497760452374,-0.0034149565369556703,0.01442126399734964,1045.5141566991806,-96.38264775276184,3126.5394094586372
refurbishment_support,1.0,Post-use allocation elasticity,2.0,243,0.00020652338714523277,-1.661471080459565e-5,0.0005901965980122685,-0.002979291717014641,0.01868513397001961,1049.1571108102798,-84.40420344471931,2998.25102686882
refurbishment_support,2.0,Armington elasticity,0.5,243,0.00038506625511535255,-2.3637369570453966e-5,0.0013577509938539844,-0.0004361248916605888,0.03451802576072563,1956.170704305172,-120.07993239164352,6897.495385885239
refurbishment_support,2.0,Armington elasticity,1.0,243,0.0004233034632995985,-3.593255164969551e-5,0.0011718541819692057,-0.0033607688090659072,0.015026040012971625,2150.4191108345985,-182.54054707288742,5953.1231055259705
refurbishment_support,2.0,Armington elasticity,2.0,243,0.0006674672174622296,9.901135085799678e-5,0.0013546363545591466,-0.0030592577674441123,0.03946531181514463,3390.7926221489906,502.9864377081394,6881.672742217779
refurbishment_support,2.0,CET transformation elasticity,0.5,243,0.0007974456847070228,0.00028541368413537274,0.0018786377855872002,-0.0003758946591429924,0.03451802576072563,4051.0947557091713,1449.9268115460873,9543.646453946829
refurbishment_support,2.0,CET transformation elasticity,1.0,243,0.00032790500638192626,-6.938157732043937e-6,0.0012724825464323552,-0.0030592577674441123,0.03946531181514463,1665.7864945530891,-35.24645620584488,6464.324115663767
refurbishment_support,2.0,CET transformation elasticity,2.0,243,8.60583447526468e-5,-5.0606807745968415e-5,0.0009824797306213404,-0.0033607688090659072,0.014603689997951431,437.1840186715126,-257.0870686173439,4991.08410847187
refurbishment_support,2.0,Circular-service elasticity,0.5,243,-7.883708424686088e-5,-0.00018368925132973367,0.00022019773693813475,-0.0033607688090659072,0.03946531181514463,-400.4993752837181,-933.1576770842075,1118.6240197122097
refurbishment_support,2.0,Circular-service elasticity,1.0,243,0.00027579314335103745,6.572566202023609e-5,0.0006322256389819027,-0.002290892603887405,0.02026734503356631,1401.0536116957664,333.89218831062317,3211.7622800171375
refurbishment_support,2.0,Circular-service elasticity,2.0,243,0.0013811515167322034,0.0011060563187643526,0.0018034598477308281,-0.0001041395050299511,0.01600849141970147,7016.372116088867,5618.864128798246,9161.735866636038
refurbishment_support,2.0,Metal-substitution elasticity,0.5,243,0.0003307314965368319,-3.449342118422826e-5,0.0012708229598436477,-0.0030592577674441123,0.01703481667372959,1680.1453150510788,-175.2296367585659,6455.893268704414
refurbishment_support,2.0,Metal-substitution elasticity,1.0,243,0.00048341301148227165,-7.220454085441431e-7,0.0012757925167134485,-0.002290892603887405,0.01600849141970147,2455.780943095684,-3.6680546700954437,6481.1390580534935
refurbishment_support,2.0,Metal-substitution elasticity,2.0,243,0.000643042882735436,4.492414371455648e-5,0.0013623968884536924,-0.0033607688090659072,0.03946531181514463,3266.714837014675,228.21863168478012,6921.096942216158
refurbishment_support,2.0,Post-use activity productivity elasticity,0.5,243,0.00044820254016436964,4.506897702492437e-6,0.0013318670937124634,-0.002290892603887405,0.03946531181514463,2276.9086281061172,22.89543977379799,6766.002879083157
refurbishment_support,2.0,Post-use activity productivity elasticity,1.0,243,0.0004858280961200739,8.494803456876121e-6,0.001294023905184137,-0.0033607688090659072,0.01898927814312607,2468.04978710413,43.15435445308685,6573.756127327681
refurbishment_support,2.0,Post-use activity productivity elasticity,2.0,243,0.0004627757270262171,-5.264837739458347e-6,0.001242390197700522,-0.0006915173366932003,0.03451802576072563,2350.941708981991,-26.745842337608337,6311.452317029238
refurbishment_support,2.0,Post-use allocation elasticity,0.5,243,0.0004939934133600342,3.1120881960245705e-6,0.0013034925846069838,-0.0004361248916605888,0.014603689997951431,2509.5303223729134,15.809683859348297,6621.857858002186
refurbishment_support,2.0,Post-use allocation elasticity,1.0,243,0.00046237587074009125,5.557667528196084e-6,0.0012515437987520683,-0.0033607688090659072,0.03946531181514463,2348.910403609276,28.23344361782074,6357.953421652317
refurbishment_support,2.0,Post-use allocation elasticity,2.0,243,0.0004627757270262171,-6.352699516196001e-6,0.0013454495695584155,-0.0030592577674441123,0.03451802576072563,2350.941708981991,-32.27227658033371,6835.00306019187
repair_support,0.25,Armington elasticity,0.5,243,-2.1120944525277061e-7,-4.321017835771731e-7,1.8517057795608342e-7,-1.8639745949764395e-6,8.827169243639137e-6,-1.0729627013206482,-2.1951153576374054,0.9406829476356506
repair_support,0.25,Armington elasticity,1.0,243,-2.1679673175990574e-7,-4.831080905742915e-7,8.647343794946012e-8,-2.303119371646591e-6,2.637928167031307e-6,-1.1013466119766235,-2.454231917858124,0.4392927289009094
repair_support,0.25,Armington elasticity,2.0,243,-1.9035866110642398e-7,-4.308322150601664e-7,2.639606008508836e-7,-1.4166334309273186e-6,3.828278999413502e-6,-0.9670388698577881,-2.1886658370494843,1.3409432470798492
repair_support,0.25,CET transformation elasticity,0.5,243,-1.767162407241256e-8,-4.2031490085265e-7,4.543026069736165e-7,-2.303119371646591e-6,8.827169243639137e-6,-0.08977341651916504,-2.1352369487285614,2.3078975081443787
repair_support,0.25,CET transformation elasticity,1.0,243,-2.1220182180809148e-7,-4.2163246317788204e-7,1.3823090289702423e-7,-1.4188772367923327e-6,2.1395033110291933e-6,-1.0780040621757507,-2.1419302821159363,0.7022252380847931
repair_support,0.25,CET transformation elasticity,2.0,243,-3.0824514650624935e-7,-5.944964337476477e-7,7.741686964831765e-9,-1.8639745949764395e-6,2.637928167031307e-6,-1.565912663936615,-3.020094573497772,0.03932845592498779
repair_support,0.25,Circular-service elasticity,0.5,243,-3.081229121842645e-7,-4.224703572797201e-7,2.9562220589332117e-8,-2.303119371646591e-6,1.2380716138565581e-6,-1.565291702747345,-2.1461868584156036,0.1501787006855011
repair_support,0.25,Circular-service elasticity,1.0,243,-2.1679673175990574e-7,-5.07347069799421e-7,2.212226514122925e-9,-1.2317703512540416e-6,1.622868110577027e-6,-1.1013466119766235,-2.5773680806159973,0.011238306760787964
repair_support,0.25,Circular-service elasticity,2.0,243,2.4596634880105315e-7,-5.652190022330194e-7,6.713099459594358e-7,-1.4188772367923327e-6,8.827169243639137e-6,1.249530851840973,-2.871362626552582,3.4103140234947205
repair_support,0.25,Metal-substitution elasticity,0.5,243,-1.828662415797311e-7,-4.211143166036586e-7,1.3745518779205328e-7,-1.8639745949764395e-6,2.0478804266756827e-6,-0.9289767146110535,-2.139298051595688,0.6982845366001129
repair_support,0.25,Metal-substitution elasticity,1.0,243,-1.8577216371064874e-7,-4.2522477713739744e-7,2.288443743892989e-7,-2.303119371646591e-6,3.828278999413502e-6,-0.9437390565872192,-2.160179555416107,1.1625497043132782
repair_support,0.25,Metal-substitution elasticity,2.0,243,-2.578899678270151e-7,-6.492092988579776e-7,3.050093747406807e-7,-1.4051360950062016e-6,8.827169243639137e-6,-1.3101038932800293,-3.2980407774448395,1.5494746565818787
repair_support,0.25,Post-use activity productivity elasticity,0.5,243,-2.839995616060316e-8,-4.0370809870137376e-7,3.234470165992826e-7,-1.376347319187714e-6,2.0702109289782205e-6,-0.1442742943763733,-2.0508729219436646,1.643139511346817
repair_support,0.25,Post-use activity productivity elasticity,1.0,243,-3.1866870236600456e-7,-7.380829669362969e-7,5.89445685281394e-8,-1.8639745949764395e-6,8.827169243639137e-6,-1.6188652515411377,-3.7495268881320953,0.29944363236427307
repair_support,0.25,Post-use activity productivity elasticity,2.0,243,-2.6503038582809684e-7,-4.454971599235166e-7,1.832859952739227e-7,-2.303119371646591e-6,2.637928167031307e-6,-1.3463778495788574,-2.263165056705475,0.9311091005802155
repair_support,0.25,Post-use allocation elasticity,0.5,243,-6.565091858346072e-8,-4.182057076173231e-7,2.8061160118711673e-7,-2.303119371646591e-6,2.0342314358172493e-6,-0.33351248502731323,-2.1245220601558685,1.425531804561615
repair_support,0.25,Post-use allocation elasticity,1.0,243,-2.4607709652280376e-7,-4.2409525949237665e-7,1.2582009479909794e-7,-1.2477360685295668e-6,2.3806802872510454e-6,-1.2500934600830078,-2.1544415056705475,0.6391772329807281
repair_support,0.25,Post-use allocation elasticity,2.0,243,-3.18460793728498e-7,-7.478591138369566e-7,1.1825759410469333e-7,-1.4188772367923327e-6,8.827169243639137e-6,-1.6178090572357178,-3.799190580844879,0.6007590591907501
repair_support,0.5,Armington elasticity,0.5,243,6.6390320074827265e-9,-7.07708594431935e-7,1.3215523700577342e-6,-5.7923707902827006e-6,1.9778852829239895e-5,0.03372687101364136,-3.595222383737564,6.713603168725967
repair_support,0.5,Armington elasticity,1.0,243,-9.061390561302229e-9,-6.211533423217017e-7,1.4152906719994442e-6,-2.9257115602430047e-6,3.762874426752967e-5,-0.04603266716003418,-3.155514031648636,7.189802050590515
repair_support,0.5,Armington elasticity,2.0,243,2.1593218616426835e-7,-5.857632854009551e-7,1.7457172883300764e-6,-2.924256375775359e-6,1.5313952818187316e-5,1.0969546437263489,-2.9757294058799744,8.868398547172546
repair_support,0.5,CET transformation elasticity,0.5,243,7.084325259719399e-7,-1.9984320792991354e-7,2.140643288637598e-6,-2.9257115602430047e-6,2.0139835937594656e-5,3.598900020122528,-1.0152212083339691,10.87465763092041
repair_support,0.5,CET transformation elasticity,1.0,243,-7.4894475595436e-8,-6.752056692536972e-7,1.4239056632392647e-6,-3.7437446497654615e-6,3.762874426752967e-5,-0.3804705739021301,-3.4301046431064606,7.233566969633102
repair_support,0.5,CET transformation elasticity,2.0,243,-3.327287117052872e-7,-8.050386530160274e-7,9.567602217627584e-7,-5.7923707902827006e-6,1.9778852829239895e-5,-1.6902913451194763,-4.089667707681656,4.860426723957062
repair_support,0.5,Circular-service elasticity,0.5,243,-5.187238374835763e-7,-8.231679752822797e-7,6.11751161109681e-8,-5.7923707902827006e-6,1.9778852829239895e-5,-2.6351630687713623,-4.1817662715911865,0.3107750117778778
repair_support,0.5,Circular-service elasticity,1.0,243,-1.3316115284846857e-7,-6.136370989525477e-7,2.4515107590988653e-7,-1.6892628070582847e-6,3.762874426752967e-5,-0.6764704585075378,-3.117330849170685,1.2453891932964325
repair_support,0.5,Circular-service elasticity,2.0,243,1.6664860520967295e-6,1.0236683540215106e-6,2.1997111122580824e-6,-2.9257115602430047e-6,7.491718492088453e-6,8.465896844863892,5.200325965881348,11.174727410078049
repair_support,0.5,Metal-substitution elasticity,0.5,243,-7.064930270156376e-8,-6.075557185070132e-7,1.367354766096853e-6,-4.179416284486885e-6,1.5709966068031505e-5,-0.35890471935272217,-3.0864368975162506,6.946283400058746
repair_support,0.5,Metal-substitution elasticity,1.0,243,-5.227470808131892e-9,-5.914924824594865e-7,1.4398487182386038e-6,-5.7923707902827006e-6,2.0139835937594656e-5,-0.026556015014648438,-3.004834234714508,7.314559102058411
repair_support,0.5,Metal-substitution elasticity,2.0,243,3.526405630798244e-7,-6.996867705241689e-7,1.6451595772116345e-6,-3.7437446497654615e-6,3.762874426752967e-5,1.7914453148841858,-3.554470807313919,8.357556462287903
repair_support,0.5,Post-use activity productivity elasticity,0.5,243,3.526405630798244e-7,-3.6691276946557323e-7,1.6549490469259805e-6,-1.8165830999530835e-6,1.810587180282589e-5,1.7914453148841858,-1.8639493882656097,8.407287836074829
repair_support,0.5,Post-use activity productivity elasticity,1.0,243,-4.409502848454053e-8,-8.034529976652463e-7,1.3395873531930727e-6,-5.7923707902827006e-6,3.762874426752967e-5,-0.22400665283203125,-4.081612437963486,6.8052224814891815
repair_support,0.5,Post-use activity productivity elasticity,2.0,243,-5.627697281930349e-8,-7.358409268867124e-7,1.3564586287415074e-6,-3.7437446497654615e-6,1.9778852829239895e-5,-0.2858920097351074,-3.738137125968933,6.8909300565719604
repair_support,0.5,Post-use allocation elasticity,0.5,243,2.9455960737437153e-7,-3.6338599600544103e-7,1.723339889254164e-6,-2.8504754081559415e-6,2.0139835937594656e-5,1.4963889122009277,-1.8460330665111542,8.754719376564026
repair_support,0.5,Post-use allocation elasticity,1.0,243,1.1320951489437123e-7,-6.859252367960538e-7,1.4928469413386288e-6,-3.7437446497654615e-6,3.762874426752967e-5,0.575114369392395,-3.4845609962940216,7.5837947726249695
repair_support,0.5,Post-use allocation elasticity,2.0,243,-1.8266032755104987e-7,-8.39590933164862e-7,1.0444655007899596e-6,-5.7923707902827006e-6,1.5709966068031505e-5,-0.9279306530952454,-4.265196353197098,5.305977314710617
repair_support,1.0,Armington elasticity,0.5,243,9.435045090995966e-7,-7.6516209899959e-7,3.586275075972493e-6,-1.0809471296827392e-5,3.4369104707691955e-5,4.793086528778076,-3.887091279029846,18.21859523653984
repair_support,1.0,Armington elasticity,1.0,243,1.2748834690131393e-6,-7.670797217902704e-7,3.7738545195403336e-6,-5.9510328057629875e-6,0.00010578511840413732,6.476521015167236,-3.896832972764969,19.171515434980392
repair_support,1.0,Armington elasticity,2.0,243,1.7580115408746683e-6,-2.833798835761274e-7,4.163558516614519e-6,-5.9114078833828044e-6,4.727272275564783e-5,8.930854439735413,-1.4395949244499207,21.151246279478073
repair_support,1.0,CET transformation elasticity,0.5,243,2.671882287459625e-6,2.848071728527091e-7,5.0217223495821626e-6,-5.9510328057629875e-6,0.00010578511840413732,13.57339882850647,1.446845680475235,25.51079460978508
repair_support,1.0,CET transformation elasticity,1.0,243,8.007552012322046e-7,-8.066184184042795e-7,3.35555082383125e-6,-5.918271625673869e-6,3.708747596488162e-5,4.067907392978668,-4.097693055868149,17.046495586633682
repair_support,1.0,CET transformation elasticity,2.0,243,5.679409392993437e-7,-9.654152753074646e-7,2.91257073118175e-6,-1.0809471296827392e-5,2.0501218378367966e-5,2.8851903080940247,-4.904395163059235,14.796117454767227
repair_support,1.0,Circular-service elasticity,0.5,243,-4.108918818449074e-7,-1.3176324826642095e-6,1.8567277528615395e-6,-6.597341491669223e-6,2.4887086355945002e-5,-2.0873671770095825,-6.693689793348312,9.432341545820236
repair_support,1.0,Circular-service elasticity,1.0,243,1.5302889990199206e-7,-7.428527571500732e-7,1.788411016117697e-6,-1.0809471296827392e-5,4.335267094769601e-5,0.7774003744125366,-3.7737578451633453,9.08528646826744
repair_support,1.0,Circular-service elasticity,2.0,243,3.6199948591963123e-6,2.642248454546978e-6,4.9285073860642456e-6,-5.9510328057629875e-6,0.00010578511840413732,18.389894723892212,13.422856330871582,25.037254333496094
repair_support,1.0,Metal-substitution elasticity,0.5,243,9.750265091238176e-8,-9.490160708693794e-7,2.909731000731298e-6,-5.9510328057629875e-6,3.938250300906527e-5,0.4953221082687378,-4.821085751056671,14.781691372394562
repair_support,1.0,Metal-substitution elasticity,1.0,243,1.5253400577346886e-6,-6.598761969943649e-7,4.050663686461247e-6,-6.597341491669223e-6,4.335267094769601e-5,7.748862683773041,-3.352229565382004,20.577730536460876
repair_support,1.0,Metal-substitution elasticity,2.0,243,2.2103968007829188e-6,1.5493158659248568e-7,4.569250476719044e-6,-1.0809471296827392e-5,0.00010578511840413732,11.22901165485382,0.7870661914348602,23.21219739317894
repair_support,1.0,Post-use activity productivity elasticity,0.5,243,2.4195665825174094e-6,-1.5207737762860023e-7,4.430554765434381e-6,-3.671035901719471e-6,4.335267094769601e-5,12.291612684726715,-0.772566556930542,22.507610887289047
repair_support,1.0,Post-use activity productivity elasticity,1.0,243,1.1969144681760675e-6,-9.881850843371808e-7,3.45842444592372e-6,-6.597341491669223e-6,0.00010578511840413732,6.080431580543518,-5.020067811012268,17.569102704524994
repair_support,1.0,Post-use activity productivity elasticity,2.0,243,9.251156002277997e-7,-8.812992009966049e-7,3.3242858584865635e-6,-1.0809471296827392e-5,3.4369104707691955e-5,4.699669241905212,-4.477078050374985,16.887666791677475
repair_support,1.0,Post-use allocation elasticity,0.5,243,2.2324126124778803e-6,-4.786459863712344e-8,4.18894484176766e-6,-4.792443960045678e-6,4.335267094769601e-5,11.340853929519653,-0.24315640330314636,21.280211061239243
repair_support,1.0,Post-use allocation elasticity,1.0,243,1.2805221342970194e-6,-8.10048118946105e-7,3.920020386997278e-6,-1.0809471296827392e-5,3.938250300906527e-5,6.505165934562683,-4.115116238594055,19.91405099630356
repair_support,1.0,Post-use allocation elasticity,2.0,243,6.387214403295975e-7,-9.610206534141214e-7,3.419092971567061e-6,-6.597341491669223e-6,0.00010578511840413732,3.2447615265846252,-4.882070094347,17.369295328855515
repair_support,2.0,Armington elasticity,0.5,243,3.28034496046578e-6,-9.552518399044434e-7,8.655890881488419e-6,-1.1849692064710675e-5,4.591103509560877e-5,16.664443135261536,-4.852764010429382,43.97269284725189
repair_support,2.0,Armington elasticity,1.0,243,4.533197200631039e-6,-2.584833932848876e-7,9.649716596385699e-6,-1.1223861218032202e-5,0.00011780942893253916,23.029043555259705,-1.3131185472011566,49.02141556143761
repair_support,2.0,Armington elasticity,2.0,243,4.477224124065698e-6,2.7489967509441034e-7,1.0164698359986e-5,-6.155711717515255e-5,7.418218707994923e-5,22.744695365428925,1.3965147137641907,51.637568563222885
repair_support,2.0,CET transformation elasticity,0.5,243,7.699077650062841e-6,1.0713439752054573e-6,1.359947904729052e-5,-8.507512963511975e-6,0.00010193172021635728,39.111996829509735,5.442522346973419,69.08655887842178
repair_support,2.0,CET transformation elasticity,1.0,243,2.520094562231264e-6,-4.0339651147045244e-7,8.375785652816777e-6,-6.155711717515255e-5,0.00011780942893253916,12.802303731441498,-2.049290031194687,42.54973345994949
repair_support,2.0,CET transformation elasticity,2.0,243,1.913283073342374e-6,-1.3816433282749652e-6,6.598027936296538e-6,-2.6724423208191026e-5,4.608317198433125e-5,9.719647586345673,-7.018870562314987,33.51856669783592
repair_support,2.0,Circular-service elasticity,0.5,243,4.84905432586333e-7,-2.0466465792560696e-6,5.122474892917423e-6,-1.9991854043334065e-5,4.591103509560877e-5,2.4633625745773315,-10.39714601635933,26.02262645959854
repair_support,2.0,Circular-service elasticity,1.0,243,1.4093577549819508e-6,-8.472781673087742e-7,6.329798849094486e-6,-1.1849692064710675e-5,4.027535342975359e-5,7.159662306308746,-4.304248183965683,32.155939161777496
repair_support,2.0,Circular-service elasticity,2.0,243,8.299522324117014e-6,6.177983263874261e-6,1.16167471793661e-5,-6.155711717515255e-5,0.00011780942893253916,42.16230899095535,31.384702533483505,59.01410526037216
repair_support,2.0,Metal-substitution elasticity,0.5,243,1.1709326114928568e-6,-1.3778325518506589e-6,6.819586849424238e-6,-8.507512963511975e-6,4.743682517229573e-5,5.948441445827484,-6.999511480331421,34.64410561323166
repair_support,2.0,Metal-substitution elasticity,1.0,243,4.968543538119029e-6,-1.8994385286881614e-7,1.0739932480856379e-5,-6.155711717515255e-5,8.535606477359351e-5,25.24064153432846,-0.9649316072463989,54.55980888009071
repair_support,2.0,Metal-substitution elasticity,2.0,243,5.9116506859418534e-6,1.39521989723354e-6,1.223660089324246e-5,-2.6724423208191026e-5,0.00011780942893253916,30.03170943260193,7.087840735912323,62.16301706433296
repair_support,2.0,Post-use activity productivity elasticity,0.5,243,5.679765407202667e-6,1.850038521243161e-7,9.2253701863099e-6,-1.9991854043334065e-5,4.027535342975359e-5,28.853711664676666,0.9398359656333923,46.86569818854332
repair_support,2.0,Post-use activity productivity elasticity,1.0,243,4.820331430801223e-6,-6.28476683551496e-7,9.963890541628973e-6,-6.155711717515255e-5,0.00011780942893253916,24.487710893154144,-3.1927172541618347,50.617447048425674
repair_support,2.0,Post-use activity productivity elasticity,2.0,243,2.520094562231264e-6,-8.710612610874804e-7,8.503764096225897e-6,-1.1849692064710675e-5,0.00010053308604160064,12.802303731441498,-4.425068408250809,43.1998752951622
repair_support,2.0,Post-use allocation elasticity,0.5,243,5.557373428991327e-6,5.639801448254239e-7,9.20753372541757e-6,-7.583106481920598e-6,4.743682517229573e-5,28.2319495677948,2.8650691211223602,46.775087386369705
repair_support,2.0,Post-use allocation elasticity,1.0,243,3.457956287766433e-6,-7.559407760095067e-7,8.749494430004284e-6,-1.1849692064710675e-5,0.00010053308604160064,17.56672441959381,-3.8402461409568787,44.448207169771194
repair_support,2.0,Post-use allocation elasticity,2.0,243,1.946822538061891e-6,-9.837789993096036e-7,1.013231174983467e-5,-6.155711717515255e-5,0.00011780942893253916,9.890031039714813,-4.997684508562088,51.47304171323776
reuse_support,0.25,Armington elasticity,0.5,243,1.5426414483835265e-5,-1.1823352856257395e-5,9.175299733346986e-5,-7.541711253864289e-5,0.007828396949789143,78.36755281686783,-60.06368041038513,466.11335849761963
reuse_support,0.25,Armington elasticity,1.0,243,1.3617360070090475e-5,-8.588883564372573e-6,8.961607761578613e-5,-3.0209651101906103e-5,0.0006818701219991874,69.17739605903625,-43.632289737463,455.2576169371605
reuse_support,0.25,Armington elasticity,2.0,243,3.569611152917686e-5,-7.579783745210234e-7,0.0001047942206459301,-2.9137200717186042e-5,0.00046957717666292793,181.3394103050232,-3.850597321987152,532.3639287650585
reuse_support,0.25,CET transformation elasticity,0.5,243,4.892711073084266e-5,1.1626146791052692e-5,0.00014012836313748183,-1.7772402715790733e-5,0.007828396949789143,248.5540589094162,59.061856120824814,711.8645042777061
reuse_support,0.25,CET transformation elasticity,1.0,243,1.6283967837439816e-5,-9.619997347283425e-6,9.26110671147671e-5,-7.541711253864289e-5,0.00029090971134600896,82.72399985790253,-48.870439141988754,470.4724290370941
reuse_support,0.25,CET transformation elasticity,2.0,243,-2.4998258753380603e-6,-1.4661446935460528e-5,7.304377347956963e-5,-3.7061400021326274e-5,0.00030265433737914553,-12.699337005615234,-74.48144987225533,371.068843126297
reuse_support,0.25,Circular-service elasticity,0.5,243,-1.344357294762458e-5,-1.7837918511359357e-5,-2.612636151676652e-6,-3.7061400021326274e-5,0.007828396949789143,-68.29454207420349,-90.61820700764656,-13.272423207759857
reuse_support,0.25,Circular-service elasticity,1.0,243,1.6327730235569927e-5,-7.384083111016013e-7,3.937559159562254e-5,-2.027206422362862e-5,0.00046957717666292793,82.94631671905518,-3.751179665327072,200.03149515390396
reuse_support,0.25,Circular-service elasticity,2.0,243,0.00011054641264029881,8.865362082055328e-5,0.00015386462342943923,-7.541711253864289e-5,0.0006818701219991874,561.5855739116669,450.3682511150837,781.6459240019321
reuse_support,0.25,Metal-substitution elasticity,0.5,243,2.356916795783877e-5,-5.891227733655331e-6,9.787270084367251e-5,-3.6066713990577324e-5,0.0005278012821585066,119.73346215486526,-29.92795902490616,497.2019947171211
reuse_support,0.25,Metal-substitution elasticity,1.0,243,1.9010099753842328e-5,-8.558380398803128e-6,9.180356161755398e-5,-7.541711253864289e-5,0.0006818701219991874,96.57299160957336,-43.47733095288277,466.3702295422554
reuse_support,0.25,Metal-substitution elasticity,2.0,243,2.5500553854482445e-5,-9.568448541884933e-6,9.284136811091417e-5,-3.503199090433281e-5,0.007828396949789143,129.54507368803024,-48.608566641807556,471.64237850904465
reuse_support,0.25,Post-use activity productivity elasticity,0.5,243,1.3889090358694277e-5,-9.481518749169362e-6,8.738527413637959e-5,-2.9137200717186042e-5,0.0002052804449664854,70.55781000852585,-48.16695559024811,443.9249375462532
reuse_support,0.25,Post-use activity productivity elasticity,1.0,243,3.0403409972676803e-5,-5.272090324873407e-6,0.00010624670647237299,-2.6574061440545285e-5,0.0004912653924082659,154.4520173072815,-26.78268611431122,539.7426854968071
reuse_support,0.25,Post-use activity productivity elasticity,2.0,243,2.37118610764013e-5,-8.912937951091787e-6,9.366161235338212e-5,-7.541711253864289e-5,0.007828396949789143,120.45835584402084,-45.27851474285126,475.8092919588089
reuse_support,0.25,Post-use allocation elasticity,0.5,243,1.6892754552248984e-5,-9.630760121572862e-6,8.610688305388364e-5,-7.541711253864289e-5,0.0002825340190760907,85.816690325737,-48.9251149892807,437.43059754371643
reuse_support,0.25,Post-use allocation elasticity,1.0,243,2.1250458559355375e-5,-8.06444448035901e-6,9.531617966151282e-5,-2.669415608697559e-5,0.0006818701219991874,107.95421290397644,-40.96809270977974,484.21464052796364
reuse_support,0.25,Post-use allocation elasticity,2.0,243,3.067752022853026e-5,-4.941685262050999e-6,0.00010438487764236881,-3.7061400021326274e-5,0.007828396949789143,155.8445217013359,-25.10419911146164,530.284430027008
reuse_support,0.5,Armington elasticity,0.5,243,8.614557486305337e-5,-7.114490925742644e-6,0.0002638823941630708,-4.50458113447069e-5,0.009019485621837227,437.6271553635597,-36.14224445819855,1340.5459501743317
reuse_support,0.5,Armington elasticity,1.0,243,0.00010273029494641903,-6.748295370678595e-6,0.00024052711974864604,-4.2375794720478234e-5,0.0012799763224866291,521.8790032863617,-34.28193858265877,1221.899086177349
reuse_support,0.5,Armington elasticity,2.0,243,0.00012891078932538143,1.585649239063623e-5,0.00026681489211584917,-3.7876239272800617e-5,0.002175267066595671,654.8782351016998,80.55238670110703,1355.4432996809483
reuse_support,0.5,CET transformation elasticity,0.5,243,0.00027864359824993247,5.299112855218054e-5,0.00038355281111585715,-2.596490010299974e-5,0.009019485621837227,1415.5341752171516,269.19962963461876,1948.4822746515274
reuse_support,0.5,CET transformation elasticity,1.0,243,9.239329131166254e-5,-7.329104059491483e-6,0.00022694975658375002,-3.813999971465443e-5,0.0011053148186218114,469.36610865592957,-37.232498198747635,1152.9248779416084
reuse_support,0.5,CET transformation elasticity,2.0,243,1.1603796571455289e-5,-1.7735184001499437e-5,0.00016753750797097327,-4.50458113447069e-5,0.0006485119702371835,58.948315024375916,-90.09630659222603,851.1053892970085
reuse_support,0.5,Circular-service elasticity,0.5,243,-1.7135895514183584e-5,-2.484181209125665e-5,5.108725590834598e-6,-4.50458113447069e-5,0.007896397613943064,-87.05186796188354,-126.19860714673996,25.952778786420822
reuse_support,0.5,Circular-service elasticity,1.0,243,8.974445836006155e-5,2.615519767627709e-5,0.00021707118487728248,-1.3303061332732854e-5,0.0010230830592579498,455.90980249643326,132.87072232365608,1102.7408581376076
reuse_support,0.5,Circular-service elasticity,2.0,243,0.00026322299580981245,0.00020750900669916817,0.0003743809244116502,0.0001260074633186492,0.009019485621837227,1337.196148097515,1054.1641454994678,1901.8882772922516
