instrument,wedge_percent,family,valid_parameter_configurations,median_avoided_new_product_tonnes,lower_quartile_avoided_new_product_tonnes,upper_quartile_avoided_new_product_tonnes,median_avoided_new_product_percent,lower_quartile_avoided_new_product_percent,upper_quartile_avoided_new_product_percent,median_avoided_new_product_primary_metal_tonnes,lower_quartile_avoided_new_product_primary_metal_tonnes,upper_quartile_avoided_new_product_primary_metal_tonnes,median_avoided_new_product_recycled_metal_tonnes,lower_quartile_avoided_new_product_recycled_metal_tonnes,upper_quartile_avoided_new_product_recycled_metal_tonnes
refurbishment_support,2.0,RATV,729,-45704.000588330906,-160069.15488996753,205167.18665118492,-0.05703231279311482,-0.19974431106026652,0.25602045802006396,105.78708516167899,-278.3650556760149,530.0849323997245,-0.17248349387994333,-2.4996170636499837,0.8952867586405309
refurbishment_support,2.0,all CE-RISE families,729,-54965.07608157337,-151202.07467959585,190824.55059533328,-0.032267425023658494,-0.08876366514811551,0.1120241673070743,319.51376395560476,-1657.3753322566863,3409.583253864888,-1.5649216368188177,-3.865808700554762,1.5104675475618659
repair_support,0.25,ELMA,729,1.0258802067110082,-0.30275385768618435,10.189031223155325,1.1815366646218597e-6,-3.486905984459686e-7,1.1735009495632322e-5,0.06320619136386085,-0.101361901499331,3.126500693600974,0.00028281981770206244,-0.0011236061937083264,0.0070371632775927395
repair_support,0.25,OFMA,729,-10.11766570131222,-53.31348764333592,-0.14302663890940437,-0.0002993970061843011,-0.001577626604878664,-4.232374221311239e-6,-0.00044061777786181394,-0.30505402222809286,1.2119512173145668,-3.159496963261369e-6,-0.0009017025774137837,0.0033638298406985043
repair_support,0.25,RATV,729,-1.446719606872648,-107.37220756779425,255.32493838109076,-1.805307283410093e-6,-0.00013398576160654927,0.0003186104402718529,0.31440761569319875,-0.007210023282823386,1.4956758898333646,0.0011990168642928012,-0.0001210005365521738,0.0028148874451763284
repair_support,0.25,all CE-RISE families,729,-13.328469009672347,-139.57917753281134,216.9726737256887,-7.824520679485382e-6,-8.194040592647871e-5,0.00012737450724594667,0.7500458090950206,-0.03026566128963589,4.841668723116621,0.00284425578719957,-0.0010050468038085379,0.011051989426636695
repair_support,0.5,ELMA,729,1.2347735112707596,-6.284755777465762,16.265476096974453,1.422125279858585e-6,-7.238339652810632e-6,1.873343130161355e-5,-0.0009037174022523686,-5.984754001518013,11.466318708262406,0.00029845313914655947,-0.010806143962753367,0.01566288294858964
repair_support,0.5,OFMA,729,-136.92599480994744,-341.58098323838936,-2.309884812709555,-0.004051846950190151,-0.010107897095058193,-6.835297962712206e-5,-0.0007066743843050297,-2.568172773824358,3.664676062181406,1.311716330869607e-6,-0.008307564542403691,0.008778727575093855
repair_support,0.5,RATV,729,-17.44269496598281,-499.0168559947051,1134.995880938368,-2.1766086610562738e-5,-0.0006227044690567668,0.0014163189057261885,0.002701874684134964,-1.4117175762548868,2.076999634853564,-0.0003006879612499347,-0.007922724736039832,0.0037404748553648837
repair_support,0.5,all CE-RISE families,729,-70.30472016231434,-662.0937051289166,593.8637370126484,-4.127261250907801e-5,-0.00038868424301236813,0.00034862962037724435,1.142921319407769,-2.4437060282132244,9.011946455858611,4.529326664837351e-5,-0.011994649080204842,0.014114279725476808
repair_support,1.0,ELMA,729,0.5984083949879277,-16.61302250935114,32.117220642307075,6.892046990189479e-7,-1.9133710813972364e-5,3.699035570273533e-5,-0.011796719074482098,-13.288716824317817,23.254916013014736,-0.002350614926488248,-0.026955825363689456,0.031490618953963434
